epoch,train_loss,train_bce,train_dice_loss,train_dice,train_iou,val_loss,val_bce,val_dice_loss,val_dice,val_iou,lr,epochs_without_improving
1,0.2788314719421741,0.29824354184361607,0.2594194031678713,0.7734978486712162,0.6975537467079285,0.1882429923297781,0.11037735053987215,0.26610863660321094,0.789272711132512,0.742634885690429,0.0001,0
2,0.14589182550135332,0.16014920694705767,0.13163444369267194,0.8398506982204241,0.7758797167967527,0.1258966594539357,0.06835778940920577,0.18343552947044373,0.8317413790659471,0.7827932771408197,0.0001,0
3,0.11513627119935475,0.1352797427238562,0.09499279994231004,0.8551823713840583,0.7942992595525888,0.11819232639038202,0.08036553746823108,0.15601911779605981,0.7930125359332922,0.7418217792203932,0.0001,0
4,0.09480724030962358,0.11167308560166604,0.07794139538055811,0.8680461093401297,0.810144546475166,0.08928869151030526,0.061391201498212686,0.11718618056990883,0.8044421862472187,0.755640069192106,0.0001,1
5,0.08938013021475993,0.11081862719013141,0.06794163294327565,0.8773811771319463,0.8208543728559445,0.08259234333297971,0.050634960855611345,0.11454972444158612,0.8064404504768776,0.7577722140333869,5e-05,2
6,0.07125255764485934,0.08644259959363784,0.05606251572951292,0.8839804079288092,0.8294593113355148,0.070872606300382,0.04359508403153582,0.09815012866800482,0.8164782804070096,0.7687612735863888,5e-05,3
7,0.07176141896022437,0.08857327660020345,0.054949561602030045,0.883461828262378,0.8295784632364909,0.0590756525017434,0.04298624498981305,0.07516505953037378,0.8564658020481919,0.8116544710867333,5e-05,4
8,0.06386896054714154,0.0783309526120623,0.049406968324612346,0.8892163551770724,0.8356800968830402,0.06196036371825771,0.04353520574725487,0.0803855224089189,0.8408758175192457,0.7943118679704089,5e-05,0
9,0.06611338290744102,0.0815611186508949,0.05066564709712298,0.889180994950808,0.8362054555844038,0.06380367722136504,0.048568806302324505,0.07903854774706291,0.8510272620302258,0.805130246462244,5e-05,1
10,0.05928277253435973,0.07265219174038906,0.04591335333310641,0.896358323097229,0.8442806195754271,0.10735183171081272,0.09396618440973037,0.12073747949166731,0.7804167618354162,0.7325724972919985,2.5e-05,2
11,0.05698498606395263,0.06943320883915592,0.0445367632768093,0.897920657426883,0.846531297151859,0.05876175934364172,0.043355402938852254,0.07416811675736398,0.8509216579523954,0.8042083418730533,2.5e-05,3
12,0.05403993544288171,0.06568878037043106,0.04239109036249992,0.8969263955568656,0.8462024642870977,0.05764729554313376,0.0397164220427812,0.07557816938920454,0.8382892202247273,0.7918296930464831,2.5e-05,4
13,0.052458931085390924,0.0632830337406351,0.04163482831074641,0.9015026353872739,0.8511097172896067,0.05328813951575395,0.036672110076655044,0.06990416844685872,0.8100984733213078,0.7638027013251276,1.25e-05,5
