epoch,train_loss,train_bce,train_dice_loss,train_dice,train_iou,val_loss,val_bce,val_dice_loss,val_dice,val_iou,lr,epochs_without_improving
1,0.1627911888062954,0.19440084944168726,0.13118152710107656,0.8121590932210286,0.7456477956894116,0.1394138719999429,0.08570901310127793,0.19311873479322952,0.6777692906784288,0.6222636085568052,0.001,0
2,0.11088429548037358,0.14082947858633138,0.08093911287112114,0.8417293710586352,0.779877034517435,0.0857311368383693,0.05413707876295754,0.11732519576043794,0.7180544860435255,0.6666379435495897,0.001,0
3,0.10103676806275662,0.12768458722111506,0.07438894907633463,0.8508903812139462,0.791379778048931,0.07161546044164535,0.04872054109970728,0.09451037825960101,0.7402005303989757,0.6929720829833638,0.001,0
4,0.09459383204961434,0.12153904768518912,0.06764861650955983,0.8606423396330614,0.8029625110137157,0.08830590749328787,0.05859382755377076,0.11801798596526637,0.730829470988476,0.6802459088238803,0.001,0
5,0.08983840451408655,0.11386855181593161,0.06580825677284828,0.864646576001094,0.8075658498666225,0.06654521520955092,0.046714111739261585,0.08637631842584322,0.7485909172982881,0.7021404387372913,0.001,1
6,0.07757963551542697,0.09684450780160916,0.058314763277004925,0.8740866801677606,0.818751520376939,0.09072027897292917,0.05981106256050142,0.12162949641545613,0.6982015804810957,0.6441441909833387,0.001,0
7,0.08290930906167397,0.10551809072494507,0.060300527474819086,0.8748200120070042,0.8194669332259741,0.0746570671485229,0.04706220850912911,0.10225192525170067,0.7349836293495062,0.6872172156969706,0.001,1
8,0.07039601313762175,0.08848056086362936,0.052311465373406044,0.8800290572337616,0.8261375644268134,0.09831035794746695,0.07927897628961188,0.11734173875866515,0.7296353975931803,0.6792496515042854,0.0005,2
9,0.06069328434383258,0.07542997361757817,0.045956595433064,0.8893839301207127,0.836981589671893,0.05940198370565971,0.04074966642215396,0.07805430166649097,0.7285680346416704,0.6798358956972758,0.0005,3
10,0.06271641664206981,0.07812045737145804,0.04731237582671337,0.8875621291307303,0.8352277807700328,0.049829779023473915,0.03461771614313351,0.06504184188264789,0.7586293843659487,0.7125755178205895,0.0005,4
11,0.05898589361936618,0.07466805437818552,0.04330373238294553,0.8938297889171503,0.8426015636859796,0.048970463262362915,0.0346469831737605,0.06329394289941499,0.7563659964185773,0.7101199130217234,0.0005,0
12,0.05819414366896336,0.07285559668372839,0.043532690635094275,0.8936380325219571,0.8422476001274891,0.06183306782534628,0.0389427292922681,0.084723407571966,0.7360408297090819,0.6882074601722487,0.0005,1
13,0.057099086657548564,0.07113941111243688,0.04305876218355619,0.8963999558717777,0.8456625226216439,0.06282333865987533,0.04081723800945011,0.0848294406226187,0.7328036842924176,0.683943459481904,0.00025,2
14,0.05320372115343045,0.06618594098358582,0.04022150131372305,0.8994710861108242,0.8491833307804205,0.04739005450215755,0.03378875856993325,0.0609913504484928,0.7702546950542566,0.7235278595577587,0.00025,3
15,0.05136041747262845,0.06368894345867328,0.03903189133375119,0.9009944610106639,0.8512206737811748,0.05478671486630584,0.03700671112164855,0.07256671876618356,0.7441883240685319,0.6975767522147207,0.00025,0
16,0.05382652951356692,0.06664210185408592,0.04101095688648713,0.8985169960902287,0.8482221254935631,0.05099572390882355,0.03895508321566564,0.06303636413632017,0.7453510174245546,0.6986539237426989,0.00025,1
17,0.05110797765545356,0.06402277906353657,0.038193176342890815,0.9009826669326195,0.851051755134876,0.056501997634768486,0.041104646918194536,0.07189934903925116,0.7457138191569935,0.6971193299149022,0.000125,2
18,0.048171836672685084,0.05971583590293542,0.03662783763347528,0.906398355960846,0.8574014831811954,0.050951180132952606,0.03613671083991049,0.06576564998337717,0.7639972693992384,0.7176019233284574,0.000125,3
19,0.04762442100506562,0.0593150614736936,0.03593378067016602,0.9055460398013775,0.8566673654776353,0.054067377875925915,0.03597630698685393,0.07215845043008978,0.7345099449157715,0.6877791908654299,0.000125,4
20,0.04852160738828855,0.060285840317224844,0.03675737442114414,0.9036849410105974,0.8548150325432802,0.046814820799750814,0.03445617891283649,0.059173462968884094,0.7652826923312563,0.7194346144343867,6.25e-05,5
