epoch,train_loss,train_bce,train_dice_loss,train_dice,train_iou,val_loss,val_bce,val_dice_loss,val_dice,val_iou,lr,epochs_without_improving
1,0.2795399382158562,0.3206024069477011,0.23847747069818,0.7350027291863053,0.6606740050845676,0.2209243415431543,0.13917144458515174,0.3026772403355801,0.672677979099028,0.6123654224881621,0.001,0
2,0.19809967318066843,0.2431174602497507,0.1530818855320966,0.7728062082220006,0.7056573260713507,0.10497979575655225,0.07955565478892601,0.1304039377154726,0.7833587536306093,0.736235392816139,0.001,0
3,0.16558649368860104,0.20807248845144555,0.12310049798753527,0.7946369252823017,0.728797628040667,0.09428995203537245,0.06002161815536745,0.12855828621170737,0.7798556509343061,0.7309972689007268,0.001,0
4,0.1420672353633024,0.17854018346578987,0.1055942866537306,0.8173742492993673,0.7534094523500513,0.2279515244687597,0.12884793273935263,0.3270551146882953,0.605683133796309,0.542705880873131,0.001,1
5,0.1422608578370677,0.18653777630792723,0.0979839391178555,0.8154585919998311,0.7519270612133874,0.15470421527314818,0.11312562965957279,0.1962827994967952,0.733365239631949,0.6842013993723826,0.0005,2
6,0.10147423040535715,0.12775978534309954,0.07518867519166735,0.8431911936512699,0.7812059777754324,0.07176139541534764,0.04927054511481953,0.09425224589579033,0.8280795826153322,0.7817380676666895,0.0005,3
7,0.0972118310354374,0.11801772680547502,0.07640593581729466,0.8449709949670015,0.784489866760042,0.1586907855799478,0.15112515505770166,0.16625641692768445,0.7274488149718805,0.6792393772665298,0.0005,0
8,0.09529807360635864,0.11727192826845027,0.07332421982729877,0.8398525385944932,0.7789434530116893,0.08128826222100267,0.05121628825806759,0.1113602365508224,0.8285490739526171,0.780475014538476,0.0005,1
9,0.0937986190672274,0.11570404941836993,0.07189318868849012,0.8500862576343395,0.78915648372085,0.09903146693426551,0.0636717729326902,0.13439116243160132,0.7519419229391849,0.7027301230665409,0.00025,2
10,0.08561116107911976,0.10574649776573534,0.06547582414415147,0.8566061200918975,0.797690858664336,1.3003928972069512,2.213420200842489,0.3873655768958005,0.6357133350137508,0.5758835734009291,0.00025,3
11,0.07905835644514472,0.09646799219427285,0.06164872028209545,0.859774817360772,0.8015820620236573,0.09045333389164598,0.06595937071269321,0.11494729555014407,0.8097429812857599,0.76196627838142,0.00025,4
12,0.07654278605348534,0.09479618634062785,0.05828938572495072,0.8639284999282272,0.8058257981582925,0.095325535530168,0.06456503444210146,0.1260860345580361,0.7396603267301213,0.6901075812903318,0.000125,5
