epoch,train_loss,train_bce,train_dice_loss,train_dice,train_iou,val_loss,val_bce,val_dice_loss,val_dice,val_iou,lr,epochs_without_improving
1,0.18654602164259323,0.22375996789106956,0.1493320752412845,0.8020164106136713,0.7319303668462314,0.16615693700132947,0.13551445553700128,0.19679942094918454,0.6789288051200636,0.6197145120664076,0.001,0
2,0.11840197984606791,0.14722323450140465,0.08958072570654062,0.8417869570927742,0.7790509584622506,0.0898523498890978,0.05899473104738828,0.12070997014190211,0.724832299080762,0.6750557666475122,0.001,0
3,0.09813696254904454,0.12298627923696469,0.07328764628141354,0.8551135240456997,0.7951764730306772,0.07376399049253175,0.05195876035952207,0.09556922045621005,0.7429192526773973,0.6957366827762488,0.001,0
4,0.08370040154609924,0.10602906413185291,0.06137173878840911,0.8638128766646752,0.806244679292043,0.09307948742626292,0.06301806751412875,0.12314090584263657,0.7376347590576519,0.6884850064913431,0.001,0
5,0.08027197586802336,0.10100269936598265,0.05954125294318566,0.8693556577731402,0.8122982343037923,0.07895052243927211,0.05100661191637769,0.10689443349838257,0.7413101927800612,0.6945612593130632,0.001,1
6,0.07416439389762206,0.09316446441106307,0.0551643234032851,0.8744463605758471,0.818503224849701,1.4419699518969564,2.385518915725477,0.49842100071184564,0.3873788263987411,0.3252344928456075,0.0005,2
7,0.06587315228505013,0.08211150024181757,0.04963480386978541,0.8805823552302825,0.826881507726816,0.06497916748577898,0.04189850813285871,0.08805982633070512,0.7284315372958328,0.6807927453156674,0.0005,3
8,0.06349563982624273,0.0796988291427111,0.04729245014679737,0.8853154151867597,0.8318586511489673,0.0698067590481404,0.05129743890949723,0.08831607934200403,0.7250664405750505,0.6760820764483828,0.0005,4
9,0.06340146784981092,0.07899491257774524,0.04780802298814822,0.8853455210343385,0.8320196356528845,0.05377677125348286,0.04236314598132263,0.06519039652564308,0.7617083471832853,0.715875584970821,0.0005,5
10,0.058948299871423304,0.07344277023504941,0.044453829679733665,0.8895656383954562,0.8369525084128746,0.050738241325950985,0.04281961948921283,0.058656862287810356,0.7661449313163757,0.7191801134384039,0.0005,0
11,0.06215089028462385,0.07729135988614498,0.047010420530270304,0.8897075943457775,0.8368170499801636,0.06205166651951996,0.06105302665805952,0.06305030620459354,0.8170786066488787,0.7713441451390585,0.0005,0
12,0.05809593587540663,0.07242107299657968,0.04377079865871332,0.8896248741027636,0.8373436420391768,0.05716069573254296,0.03937255685697451,0.07494883465044426,0.7402620622605989,0.6928235942667181,0.0005,0
13,0.057975953053205444,0.0729784801029242,0.04297342575513399,0.8928659558296204,0.8413044761388729,0.051856871736659246,0.038143180973940725,0.06557056217482596,0.7611023223761356,0.7161189552509424,0.0005,1
14,0.05601520542150889,0.07022843467883574,0.04180197654626308,0.8933155600841228,0.8412595577729054,0.05375831551624067,0.04100329151631079,0.06651333967844646,0.7529255332368793,0.7066458418513789,0.00025,2
15,0.0520806217709413,0.0645916991126843,0.0395695441808456,0.8973878246087295,0.8468284609990242,0.0485565649401961,0.03622551194646142,0.0608876184983687,0.7631738420688745,0.7174268021728053,0.00025,3
16,0.05154267245760331,0.06393228134092613,0.03915306360293657,0.8990686276020148,0.848544083803128,0.05630597336725755,0.042218991766937754,0.07039295362703728,0.7457570514895699,0.6988782873659423,0.00025,4
17,0.05108364206285049,0.06363563149785384,0.03853165216934987,0.8986609180768331,0.8485515139041803,0.059090738128306286,0.04090668251173514,0.07727479392831976,0.7372528711954752,0.6902800951943253,0.000125,5
